,location,time,fertility_rate,life_expectancy,pop_mlns
1657,EST,1964,1.9,70.3,1.27709
1658,EST,1965,1.9,70.3,1.29457
1659,EST,1966,1.9,70.4,1.3086
1660,EST,1967,1.9,70.6,1.31895
1661,EST,1968,2.0,70.2,1.33121
1662,EST,1969,2.1,69.9,1.34525
1663,EST,1970,2.2,70.0,1.36008
1664,EST,1971,2.2,70.3,1.37696
1665,EST,1972,2.1,70.1,1.39252
1666,EST,1973,2.1,70.4,1.40595
1667,EST,1974,2.1,70.5,1.41817
1668,EST,1975,2.0,69.9,1.42935
1669,EST,1976,2.1,69.5,1.43958
1670,EST,1977,2.1,69.6,1.45021
1671,EST,1978,2.0,69.4,1.46019
1672,EST,1979,2.0,69.2,1.46833
1673,EST,1980,2.0,69.3,1.47722
1674,EST,1981,2.1,69.1,1.48767
1675,EST,1982,2.1,69.7,1.49841
1676,EST,1983,2.2,69.6,1.50874
1677,EST,1984,2.2,69.5,1.51862
1678,EST,1985,2.1,69.6,1.52878
1679,EST,1986,2.2,70.7,1.54019
1680,EST,1987,2.3,70.7,1.55222
1681,EST,1988,2.3,70.8,1.5619
1682,EST,1989,2.2,70.3,1.56813
1683,EST,1990,2.1,69.8,1.56917
1684,EST,1991,1.8,69.7,1.56131
1685,EST,1992,1.7,69.1,1.53309
1686,EST,1993,1.5,68.2,1.49413
1687,EST,1994,1.4,66.8,1.46251
1688,EST,1995,1.4,67.9,1.43663
1689,EST,1996,1.4,69.9,1.41559
1690,EST,1997,1.3,70.1,1.39954
1691,EST,1998,1.3,69.7,1.38616
1692,EST,1999,1.3,70.6,1.38062
1693,EST,2000,1.4,71.0,1.39698
1694,EST,2001,1.3,70.9,1.38812
1695,EST,2002,1.4,71.4,1.37935
1696,EST,2003,1.4,71.8,1.37072
1697,EST,2004,1.5,72.4,1.36255
1698,EST,2005,1.5,72.9,1.35478
1699,EST,2006,1.6,73.1,1.34681
1700,EST,2007,1.7,73.2,1.34068
1701,EST,2008,1.7,74.2,1.33709
1702,EST,2009,1.7,75.2,1.33452
1703,EST,2010,1.7,75.9,1.33148
1704,EST,2011,1.6,76.4,1.32744
1705,EST,2012,1.6,76.5,1.3227
1706,EST,2013,1.5,77.3,1.318
1707,EST,2014,1.5,77.2,1.31582
1708,IND,1960,5.9,41.2,449.5214
1709,IND,1961,5.9,41.8,458.496
1710,IND,1962,5.9,42.4,467.8056
1711,IND,1963,5.9,43.0,477.457
1712,IND,1964,5.9,43.7,487.4641
1713,IND,1965,5.8,44.3,497.8542
1714,IND,1966,5.8,45.0,508.4673
1715,IND,1967,5.8,45.7,519.47
1716,IND,1968,5.7,46.4,530.8898
1717,IND,1969,5.6,47.0,542.7511
1718,IND,1970,5.6,47.7,555.0637
1719,IND,1971,5.5,48.4,567.6116
1720,IND,1972,5.4,49.1,580.5688
1721,IND,1973,5.4,49.8,593.9493
1722,IND,1974,5.3,50.4,607.7719
1723,IND,1975,5.2,51.1,622.0544
1724,IND,1976,5.1,51.7,636.6017
1725,IND,1977,5.0,52.3,651.5868
1726,IND,1978,5.0,52.8,666.9718
1727,IND,1979,4.9,53.4,682.699
1728,IND,1980,4.8,53.9,698.7208
1729,IND,1981,4.8,54.3,714.7706
1730,IND,1982,4.7,54.7,731.0479
1731,IND,1983,4.6,55.1,747.5671
1732,IND,1984,4.6,55.5,764.3536
1733,IND,1985,4.5,55.9,781.4219
1734,IND,1986,4.4,56.2,798.4903
1735,IND,1987,4.3,56.6,815.7924
1736,IND,1988,4.2,57.0,833.2754
1737,IND,1989,4.1,57.5,850.8645
1738,IND,1990,4.0,58.0,868.8907
1739,IND,1991,4.0,58.4,886.3487
1740,IND,1992,3.9,59.0,903.7496
1741,IND,1993,3.8,59.5,921.1076
1742,IND,1994,3.7,60.0,938.4526
1743,IND,1995,3.7,60.5,955.8044
1744,IND,1996,3.6,60.9,973.1476
1745,IND,1997,3.5,61.4,990.4601
1746,IND,1998,3.4,61.8,1007.747
1747,IND,1999,3.4,62.2,1025.015
1748,IND,2000,3.3,62.7,1042.262
1749,IND,2001,3.2,63.0,1059.501
1750,IND,2002,3.2,63.4,1076.706
1751,IND,2003,3.1,63.8,1093.787
1752,IND,2004,3.0,64.2,1110.626
1753,IND,2005,3.0,64.5,1127.144
1754,IND,2006,2.9,64.9,1143.289
1755,IND,2007,2.8,65.3,1159.095
1756,IND,2008,2.7,65.7,1174.662
1757,IND,2009,2.7,66.1,1190.138
1758,IND,2010,2.6,66.5,1205.625
1759,IND,2011,2.5,66.9,1221.156
1760,IND,2012,2.5,67.3,1236.687
1761,IND,2013,2.4,67.7,1252.14
1762,IDN,1960,5.7,48.7,88.70762
1763,IDN,1961,5.7,49.3,90.85668
1764,IDN,1962,5.6,49.9,93.08653
1765,IDN,1963,5.6,50.5,95.40449
1766,IDN,1964,5.6,51.1,97.82113
1767,IDN,1965,5.6,51.7,100.3432
1768,IDN,1966,5.6,52.3,102.9184
1769,IDN,1967,5.6,52.8,105.5884
1770,IDN,1968,5.6,53.4,108.3459
1771,IDN,1969,5.5,54.0,111.1794
1772,IDN,1970,5.5,54.6,114.0802
1773,IDN,1971,5.4,55.1,116.9891
1774,IDN,1972,5.3,55.7,119.9551
1775,IDN,1973,5.3,56.2,122.9808
1776,IDN,1974,5.2,56.7,126.0701
1777,IDN,1975,5.0,57.3,129.2241
1778,IDN,1976,4.9,57.8,132.3799
1779,IDN,1977,4.8,58.3,135.5849
1780,IDN,1978,4.7,58.7,138.8407
1781,IDN,1979,4.6,59.2,142.1493
1782,IDN,1980,4.4,59.6,145.5103
1783,IDN,1981,4.3,60.1,148.8656
1784,IDN,1982,4.2,60.5,152.2624
1785,IDN,1983,4.0,60.9,155.6807
1786,IDN,1984,3.9,61.2,159.0928
1787,IDN,1985,3.7,61.6,162.4787
1788,IDN,1986,3.6,61.9,165.7661
1789,IDN,1987,3.5,62.3,169.0188
1790,IDN,1988,3.3,62.6,172.2445
1791,IDN,1989,3.2,62.9,175.4543
1792,IDN,1990,3.1,63.3,178.6332
1793,IDN,1991,3.0,63.7,181.7863
1794,IDN,1992,2.9,64.0,184.9168
1795,IDN,1993,2.8,64.4,188.0193
1796,IDN,1994,2.8,64.7,191.0857
1797,IDN,1995,2.7,65.0,194.1126
1798,IDN,1996,2.6,65.3,197.0979
1799,IDN,1997,2.6,65.6,200.0504
1800,IDN,1998,2.5,65.9,202.9909
1801,IDN,1999,2.5,66.1,205.9468
1802,IDN,2000,2.5,66.3,208.9387
1803,IDN,2001,2.5,66.5,211.9704
1804,IDN,2002,2.5,66.7,215.0383
1805,IDN,2003,2.5,66.8,218.1456
1806,IDN,2004,2.5,67.0,221.2938
1807,IDN,2005,2.5,67.2,224.4809
1808,IDN,2006,2.5,67.4,227.7098
1809,IDN,2007,2.5,67.6,230.9728
1810,IDN,2008,2.5,67.8,234.2435
1811,IDN,2009,2.5,68.0,237.4869
1812,IDN,2010,2.5,68.2,240.6765
1813,IDN,2011,2.5,68.4,243.8016
1814,IDN,2012,2.5,68.6,246.8642
1815,IDN,2013,2.4,68.8,249.8656
1816,ISR,1971,3.9,71.8,3.0951
1817,ISR,1972,3.7,71.5,3.225
1818,ISR,1973,3.7,71.7,3.3382
1819,ISR,1974,3.7,71.7,3.4216
1820,ISR,1975,3.7,72.1,3.4932
1821,ISR,1976,3.7,73.0,3.5754
1822,ISR,1977,3.5,73.0,3.6532
1823,ISR,1978,3.3,73.3,3.7376
1824,ISR,1979,3.2,73.6,3.8363
1825,ISR,1980,3.1,73.9,3.9217
1826,ISR,1981,3.1,74.3,3.9498
1827,ISR,1982,3.1,74.2,4.0207
1828,ISR,1983,3.2,74.5,4.1061
1829,ISR,1984,3.1,74.9,4.1591
1830,ISR,1985,3.1,75.3,4.233
1831,ISR,1986,3.1,75.0,4.2988
1832,ISR,1987,3.1,75.3,4.3689
1833,ISR,1988,3.1,75.7,4.4417
1834,ISR,1989,3.0,76.4,4.5182
1835,ISR,1990,3.0,76.7,4.6602
1836,ISR,1991,2.9,76.8,4.9491
1837,ISR,1992,2.9,76.6,5.1235
1838,ISR,1993,2.9,77.2,5.2614
1839,ISR,1994,2.9,77.5,5.3993
1840,ISR,1995,2.9,77.5,5.5449
1841,ISR,1996,2.9,78.2,5.6851
1842,ISR,1997,2.9,78.1,5.8289
1843,ISR,1998,3.0,78.2,5.9707
1844,ISR,1999,2.9,78.5,6.1253
1845,ISR,2000,3.0,78.8,6.2892
1846,ISR,2001,2.9,79.3,6.439
1847,ISR,2002,2.9,79.5,6.57
1848,ISR,2003,3.0,79.7,6.6897
1849,ISR,2004,2.9,80.2,6.809
1850,ISR,2005,2.8,80.2,6.9301
1851,ISR,2006,2.9,80.6,7.0537
1852,ISR,2007,2.9,80.6,7.1801
1853,ISR,2008,3.0,81.0,7.3088
1854,ISR,2009,3.0,81.5,7.4856
1855,ISR,2010,3.0,81.7,7.6236
1856,ISR,2011,3.0,81.7,7.7658
1857,ISR,2012,3.1,81.8,7.9105
1858,ISR,2013,3.0,82.1,8.059
1859,RUS,1960,2.5,66.2,119.9057
1860,RUS,1961,2.5,66.7,121.469
1861,RUS,1962,2.4,67.1,122.9705
1862,RUS,1963,2.3,67.4,124.3766
1863,RUS,1964,2.2,67.7,125.6448
1864,RUS,1965,2.1,67.8,126.7491
1865,RUS,1966,2.1,67.9,127.6746
1866,RUS,1967,2.0,68.0,128.4414
1867,RUS,1968,2.0,68.0,129.103
1868,RUS,1969,2.0,68.0,129.7342
1869,RUS,1970,2.0,68.3,130.3918
1870,RUS,1971,2.0,68.5,131.0955
1871,RUS,1972,2.1,68.4,131.838
1872,RUS,1973,2.0,68.4,132.6161
1873,RUS,1974,2.0,68.5,133.4172
1874,RUS,1975,2.0,67.9,134.2325
1875,RUS,1976,2.0,67.6,135.0639
1876,RUS,1977,2.0,67.5,135.9192
1877,RUS,1978,1.9,67.5,136.8013
1878,RUS,1979,1.9,67.3,137.7131
1879,RUS,1980,1.9,67.2,138.6554
1880,RUS,1981,1.9,67.4,139.6195
1881,RUS,1982,2.0,67.9,140.5983
1882,RUS,1983,2.0,67.8,141.5939
1883,RUS,1984,2.1,67.3,142.6098
1884,RUS,1985,2.1,68.0,143.033
1885,RUS,1986,2.1,69.5,144.23
1886,RUS,1987,2.2,69.6,145.461
1887,RUS,1988,2.1,69.6,146.494
1888,RUS,1989,2.0,69.3,147.332
1889,RUS,1990,1.9,69.0,147.969
1890,RUS,1991,1.7,68.8,148.394
1891,RUS,1992,1.5,67.8,148.538
1892,RUS,1993,1.4,65.3,148.459
1893,RUS,1994,1.4,64.3,148.408
1894,RUS,1995,1.3,64.9,148.376
1895,RUS,1996,1.3,66.0,148.16
1896,RUS,1997,1.2,66.8,147.915
1897,RUS,1998,1.2,67.2,147.671
1898,RUS,1999,1.2,66.1,147.215
1899,RUS,2000,1.2,65.6,146.597
1900,RUS,2001,1.2,65.5,145.976
1901,RUS,2002,1.3,65.3,145.306
1902,RUS,2003,1.3,65.2,144.649
1903,RUS,2004,1.3,65.6,144.067
1904,RUS,2005,1.3,65.7,143.519
1905,RUS,2006,1.3,66.9,143.05
1906,RUS,2007,1.4,67.7,142.805
1907,RUS,2008,1.5,68.1,142.742
1908,RUS,2009,1.5,68.8,142.785
1909,RUS,2010,1.6,69.0,142.849
1910,RUS,2011,1.6,69.8,142.961
1911,RUS,2012,1.7,70.2,143.207
1912,RUS,2013,1.7,70.7,143.507
1913,SVN,1982,1.9,71.2,1.91034
1914,SVN,1983,1.8,71.0,1.92232
1915,SVN,1984,1.8,71.4,1.93215
1916,SVN,1985,1.7,71.9,1.94164
1917,SVN,1986,1.7,72.4,1.98072
1918,SVN,1987,1.6,72.4,1.98946
1919,SVN,1988,1.6,73.0,1.99999
1920,SVN,1989,1.5,73.4,1.9994
1921,SVN,1990,1.5,73.8,1.99809
1922,SVN,1991,1.4,73.5,2.00177
1923,SVN,1992,1.3,73.6,1.99583
1924,SVN,1993,1.3,73.5,1.99062
1925,SVN,1994,1.3,74.0,1.98885
1926,SVN,1995,1.3,74.7,1.9875
1927,SVN,1996,1.3,75.1,1.99117
1928,SVN,1997,1.3,75.1,1.98685
1929,SVN,1998,1.2,75.3,1.9826
1930,SVN,1999,1.2,75.7,1.98556
1931,SVN,2000,1.3,76.1,1.99027
1932,SVN,2001,1.2,76.4,1.99203
1933,SVN,2002,1.2,76.6,1.99572
1934,SVN,2003,1.2,76.4,1.99677
1935,SVN,2004,1.3,77.2,1.997
1936,SVN,2005,1.3,77.4,2.00111
1937,SVN,2006,1.3,78.3,2.00852
1938,SVN,2007,1.4,78.3,2.01941
1939,SVN,2008,1.5,79.1,2.02263
1940,SVN,2009,1.5,79.3,2.04234
1941,SVN,2010,1.6,79.8,2.04926
1942,SVN,2011,1.6,80.1,2.0525
1943,SVN,2012,1.6,80.2,2.05626
1944,SVN,2013,1.6,80.4,2.05911
1945,SVN,2014,1.6,81.2,2.06162
1946,ZAF,1991,3.5,62.4,36.199
1947,ZAF,1992,3.4,62.4,36.992
1948,ZAF,1993,3.3,62.3,37.802
1949,ZAF,1994,3.2,62.0,38.631
1950,ZAF,1995,3.1,61.5,39.477
1951,ZAF,1996,3.0,60.7,40.342
1952,ZAF,1997,3.0,59.7,41.227
1953,ZAF,1998,2.9,58.5,42.131
1954,ZAF,1999,2.9,57.2,43.054
1955,ZAF,2000,2.8,55.9,43.69
1956,ZAF,2001,2.8,54.6,44.56
1957,ZAF,2002,2.8,53.5,45.545
1958,ZAF,2003,2.7,52.6,46.127
1959,ZAF,2004,2.7,51.9,46.727
1960,ZAF,2005,2.7,51.6,47.35
1961,ZAF,2006,2.7,51.6,47.991
1962,ZAF,2007,2.6,52.0,48.658
1963,ZAF,2008,2.6,52.7,49.345
1964,ZAF,2009,2.6,53.5,50.055
1965,ZAF,2010,2.6,54.4,50.792
1966,ZAF,2011,2.6,55.3,51.554
1967,ZAF,2012,2.6,56.1,52.341
1968,ZAF,2013,2.5,56.8,53.158
1969,ZAF,2014,2.5,57.2,54.002
1970,COL,1985,3.4,67.7,30.80222
1971,COL,1986,3.3,67.9,31.44
1972,COL,1987,3.2,68.0,32.09697
1973,COL,1988,3.1,68.1,32.76711
1974,COL,1989,3.1,68.3,33.44691
1975,COL,1990,3.0,69.4,34.13002
1976,COL,1995,2.7,71.0,37.47218
1977,COL,2000,2.4,72.7,40.29556
1978,COL,2005,2.2,74.1,42.88859
1979,COL,2010,2.0,75.3,45.50959
1980,LVA,2002,1.3,70.1,2.31
1981,LVA,2003,1.3,70.5,2.288
1982,LVA,2004,1.3,70.8,2.263
1983,LVA,2005,1.4,70.6,2.239
1984,LVA,2006,1.5,70.6,2.218
1985,LVA,2007,1.5,70.8,2.2
1986,LVA,2008,1.6,72.0,2.177
1987,LVA,2009,1.5,72.6,2.142
1988,LVA,2010,1.4,73.0,2.098
1989,LVA,2011,1.3,73.7,2.06
1990,LVA,2012,1.4,73.9,2.034
