,location,time,fertility_rate,life_expectancy,pop_mlns
1037,NOR,1995,1.9,77.9,4.35898
1038,NOR,1996,1.9,78.3,4.38134
1039,NOR,1997,1.9,78.3,4.40516
1040,NOR,1998,1.8,78.5,4.43146
1041,NOR,1999,1.8,78.4,4.462
1042,NOR,2000,1.9,78.8,4.491
1043,NOR,2001,1.8,78.9,4.514
1044,NOR,2002,1.8,79.0,4.538
1045,NOR,2003,1.8,79.6,4.564
1046,NOR,2004,1.8,80.1,4.59191
1047,NOR,2005,1.8,80.3,4.62329
1048,NOR,2006,1.9,80.6,4.661
1049,NOR,2007,1.9,80.6,4.709
1050,NOR,2008,2.0,80.8,4.768
1051,NOR,2009,2.0,81.0,4.82873
1052,NOR,2010,1.9,81.2,4.889
1053,NOR,2011,1.9,81.4,4.953
1054,NOR,2012,1.9,81.5,5.019
1055,NOR,2013,1.8,81.8,5.08
1056,NOR,2014,1.8,82.2,5.137
1057,POL,1960,3.0,67.8,29.561
1058,POL,1961,2.8,67.8,29.965
1059,POL,1962,2.7,67.5,30.324
1060,POL,1963,2.7,68.5,30.691
1061,POL,1964,2.6,68.7,31.161
1062,POL,1965,2.5,69.5,31.496
1063,POL,1966,2.3,69.9,31.698
1064,POL,1967,2.3,69.5,31.944
1065,POL,1968,2.2,70.3,32.305
1066,POL,1969,2.2,69.8,32.555
1067,POL,1970,2.2,70.0,32.526
1068,POL,1971,2.3,69.7,32.805
1069,POL,1972,2.2,70.7,33.068
1070,POL,1973,2.3,70.7,33.363
1071,POL,1974,2.3,71.2,33.691
1072,POL,1975,2.3,70.6,34.022
1073,POL,1976,2.3,70.7,34.362
1074,POL,1977,2.2,70.5,34.698
1075,POL,1978,2.2,70.4,35.01
1076,POL,1979,2.3,70.9,35.257
1077,POL,1980,2.3,70.2,35.578
1078,POL,1981,2.2,71.2,35.902
1079,POL,1982,2.3,71.2,36.227
1080,POL,1983,2.4,71.1,36.571
1081,POL,1984,2.4,70.9,36.914
1082,POL,1985,2.3,71.1,37.203
1083,POL,1986,2.2,71.0,37.456
1084,POL,1987,2.2,71.5,37.664
1085,POL,1988,2.1,71.5,37.862
1086,POL,1989,2.1,71.2,37.937
1087,POL,1990,2.0,70.8,38.031
1088,POL,1991,2.0,70.5,38.109
1089,POL,1992,1.9,71.1,38.173
1090,POL,1993,1.8,71.6,38.221
1091,POL,1994,1.7,71.8,38.252
1092,POL,1995,1.5,72.1,38.275
1093,POL,1996,1.5,72.4,38.289
1094,POL,1997,1.5,72.8,38.292
1095,POL,1998,1.4,73.2,38.283
1096,POL,1999,1.4,73.2,38.27
1097,POL,2000,1.4,73.8,38.256
1098,POL,2001,1.3,74.2,38.251
1099,POL,2002,1.2,74.6,38.232
1100,POL,2003,1.2,74.7,38.195
1101,POL,2004,1.2,74.9,38.18
1102,POL,2005,1.2,75.1,38.161
1103,POL,2006,1.3,75.3,38.132
1104,POL,2007,1.3,75.4,38.116
1105,POL,2008,1.4,75.7,38.116
1106,POL,2009,1.4,75.8,38.153
1107,POL,2010,1.4,76.5,38.517
1108,POL,2011,1.3,76.8,38.526
1109,POL,2012,1.3,76.9,38.534
1110,POL,2013,1.3,77.1,38.502
1111,POL,2014,1.3,77.7,38.484
1112,PRT,1960,3.1,63.9,8.85772
1113,PRT,1961,3.2,62.7,8.92932
1114,PRT,1962,3.2,64.1,8.99398
1115,PRT,1963,3.1,64.7,9.03036
1116,PRT,1964,3.2,64.9,9.03536
1117,PRT,1965,3.1,65.8,8.9986
1118,PRT,1966,3.1,65.2,8.93099
1119,PRT,1967,3.1,66.0,8.87452
1120,PRT,1968,3.0,66.4,8.83665
1121,PRT,1969,3.0,65.9,8.7577
1122,PRT,1970,2.8,66.7,8.68043
1123,PRT,1971,2.8,66.4,8.64376
1124,PRT,1972,2.7,68.4,8.63043
1125,PRT,1973,2.7,67.5,8.6331
1126,PRT,1974,2.6,68.1,8.75436
1127,PRT,1975,2.6,68.4,9.09347
1128,PRT,1976,2.6,69.0,9.35581
1129,PRT,1977,2.5,70.1,9.45567
1130,PRT,1978,2.3,70.5,9.55825
1131,PRT,1979,2.2,71.3,9.66126
1132,PRT,1980,2.2,71.4,9.76631
1133,PRT,1981,2.1,71.7,9.85136
1134,PRT,1982,2.1,72.5,9.91177
1135,PRT,1983,2.0,72.4,9.95786
1136,PRT,1984,1.9,72.7,9.99623
1137,PRT,1985,1.7,73.0,10.02361
1138,PRT,1986,1.7,73.4,10.03273
1139,PRT,1987,1.6,73.8,10.03003
1140,PRT,1988,1.6,73.8,10.01961
1141,PRT,1989,1.6,74.4,10.005
1142,PRT,1990,1.6,74.1,9.98322
1143,PRT,1991,1.6,74.1,9.96024
1144,PRT,1992,1.5,74.7,9.95249
1145,PRT,1993,1.5,74.6,9.96467
1146,PRT,1994,1.4,75.5,9.99152
1147,PRT,1995,1.4,75.4,10.02618
1148,PRT,1996,1.4,75.3,10.06394
1149,PRT,1997,1.5,75.8,10.10898
1150,PRT,1998,1.5,76.0,10.1602
1151,PRT,1999,1.5,76.3,10.21783
1152,PRT,2000,1.6,76.9,10.2899
1153,PRT,2001,1.5,77.2,10.36272
1154,PRT,2002,1.5,77.4,10.41963
1155,PRT,2003,1.4,77.5,10.45882
1156,PRT,2004,1.4,78.4,10.48386
1157,PRT,2005,1.4,78.2,10.50333
1158,PRT,2006,1.4,79.0,10.52229
1159,PRT,2007,1.4,79.2,10.54296
1160,PRT,2008,1.4,79.5,10.55818
1161,PRT,2009,1.4,79.7,10.56825
1162,PRT,2010,1.4,80.0,10.5731
1163,PRT,2011,1.4,80.6,10.55756
1164,PRT,2012,1.3,80.5,10.51484
1165,PRT,2013,1.2,80.8,10.45729
1166,SVK,1960,3.1,70.3,4.06809
1167,SVK,1961,3.0,70.9,4.19167
1168,SVK,1962,2.8,70.4,4.23819
1169,SVK,1963,2.9,70.8,4.28202
1170,SVK,1964,2.9,71.2,4.32734
1171,SVK,1965,2.8,70.4,4.37098
1172,SVK,1966,2.7,70.6,4.41167
1173,SVK,1967,2.5,71.2,4.44937
1174,SVK,1968,2.4,70.7,4.48391
1175,SVK,1969,2.4,70.1,4.51861
1176,SVK,1970,2.4,70.0,4.53822
1177,SVK,1971,2.4,70.0,4.55745
1178,SVK,1972,2.5,70.5,4.59662
1179,SVK,1973,2.6,70.1,4.64144
1180,SVK,1974,2.6,70.3,4.68962
1181,SVK,1975,2.5,70.5,4.73911
1182,SVK,1976,2.5,70.6,4.78951
1183,SVK,1977,2.5,70.6,4.8405
1184,SVK,1978,2.5,70.6,4.89012
1185,SVK,1979,2.4,70.9,4.93897
1186,SVK,1980,2.3,70.6,4.97982
1187,SVK,1981,2.3,70.9,5.01611
1188,SVK,1982,2.3,71.0,5.0551
1189,SVK,1983,2.3,70.7,5.09197
1190,SVK,1984,2.3,71.0,5.1271
1191,SVK,1985,2.3,71.0,5.16177
1192,SVK,1986,2.2,71.2,5.19384
1193,SVK,1987,2.1,71.4,5.22284
1194,SVK,1988,2.1,71.5,5.2506
1195,SVK,1989,2.1,71.3,5.27594
1196,SVK,1990,2.1,71.2,5.29919
1197,SVK,1991,2.0,71.2,5.30329
1198,SVK,1992,2.0,71.6,5.30502
1199,SVK,1993,1.9,72.1,5.3253
1200,SVK,1994,1.7,72.5,5.34633
1201,SVK,1995,1.5,72.5,5.362
1202,SVK,1996,1.5,72.9,5.37336
1203,SVK,1997,1.4,72.9,5.38329
1204,SVK,1998,1.4,72.8,5.39052
1205,SVK,1999,1.3,73.2,5.39602
1206,SVK,2000,1.3,73.4,5.38872
1207,SVK,2001,1.2,73.6,5.37887
1208,SVK,2002,1.2,73.8,5.37691
1209,SVK,2003,1.2,73.8,5.37337
1210,SVK,2004,1.2,74.2,5.37228
1211,SVK,2005,1.3,74.2,5.37281
1212,SVK,2006,1.2,74.4,5.37305
1213,SVK,2007,1.3,74.5,5.37462
1214,SVK,2008,1.3,75.0,5.37923
1215,SVK,2009,1.4,75.3,5.3864
1216,SVK,2010,1.4,75.6,5.39143
1217,SVK,2011,1.5,76.1,5.39838
1218,SVK,2012,1.3,76.2,5.40758
1219,SVK,2013,1.3,76.5,5.41595
1220,ESP,1960,2.9,69.8,30.256
1221,ESP,1970,2.9,72.0,33.75282
1222,ESP,1975,2.8,73.4,35.68771
1223,ESP,1976,2.8,73.7,36.11804
1224,ESP,1977,2.7,74.2,36.56384
1225,ESP,1978,2.6,74.4,36.97147
1226,ESP,1979,2.4,74.9,37.28901
1227,ESP,1980,2.2,75.4,37.52691
1228,ESP,1981,2.0,75.7,37.76446
1229,ESP,1982,1.9,76.3,37.98711
1230,ESP,1983,1.8,76.0,38.16026
1231,ESP,1984,1.7,76.4,38.32524
1232,ESP,1985,1.6,76.4,38.46702
1233,ESP,1986,1.6,76.7,38.57194
1234,ESP,1987,1.5,76.9,38.68232
1235,ESP,1988,1.5,76.9,38.76431
1236,ESP,1989,1.4,77.0,38.82138
1237,ESP,1990,1.4,77.0,38.86083
1238,ESP,1991,1.3,77.1,38.94162
1239,ESP,1992,1.3,77.6,39.14794
1240,ESP,1993,1.3,77.7,39.35608
1241,ESP,1994,1.2,78.1,39.54735
1242,ESP,1995,1.2,78.1,39.71889
1243,ESP,1996,1.2,78.3,39.88425
1244,ESP,1997,1.2,78.8,40.04997
1245,ESP,1998,1.2,78.9,40.21407
1246,ESP,1999,1.2,78.8,40.36967
1247,ESP,2000,1.2,79.3,40.55439
1248,ESP,2001,1.2,79.8,40.76605
1249,ESP,2002,1.3,79.9,41.42352
1250,ESP,2003,1.3,79.7,42.19623
1251,ESP,2004,1.3,80.4,42.85917
1252,ESP,2005,1.3,80.3,43.66261
1253,ESP,2006,1.4,81.1,44.36052
1254,ESP,2007,1.4,81.2,45.236
1255,ESP,2008,1.5,81.5,45.98317
1256,ESP,2009,1.4,81.9,46.36755
1257,ESP,2010,1.4,82.4,46.56248
1258,ESP,2011,1.3,82.6,46.73626
1259,ESP,2012,1.3,82.5,46.7664
1260,ESP,2013,1.3,83.2,46.59323
1261,ESP,2014,1.3,83.3,46.46405
1262,SWE,1960,2.2,73.1,7.48466
1263,SWE,1961,2.2,73.5,7.52
1264,SWE,1962,2.3,73.4,7.56159
1265,SWE,1963,2.3,73.6,7.60433
1266,SWE,1964,2.5,73.8,7.66135
1267,SWE,1965,2.4,73.9,7.73385
1268,SWE,1966,2.4,74.2,7.8078
1269,SWE,1967,2.3,74.2,7.86793
1270,SWE,1968,2.1,74.1,7.91227
1271,SWE,1969,1.9,74.2,7.96807
1272,SWE,1970,1.9,74.8,8.0428
1273,SWE,1971,2.0,74.8,8.09833
1274,SWE,1972,1.9,74.8,8.1223
1275,SWE,1973,1.9,75.0,8.13631
1276,SWE,1974,1.9,75.1,8.15996
1277,SWE,1975,1.8,75.2,8.19244
1278,SWE,1976,1.7,75.1,8.22229
1279,SWE,1977,1.6,75.6,8.25154
1280,SWE,1978,1.6,75.7,8.2756
1281,SWE,1979,1.7,75.7,8.29368
1282,SWE,1980,1.7,75.9,8.31053
1283,SWE,1981,1.6,76.2,8.3205
1284,SWE,1982,1.6,76.5,8.32526
1285,SWE,1983,1.6,76.7,8.32903
1286,SWE,1984,1.7,77.0,8.3366
1287,SWE,1985,1.7,76.8,8.35039
1288,SWE,1986,1.8,77.1,8.36983
1289,SWE,1987,1.8,77.3,8.3978
1290,SWE,1988,2.0,77.1,8.43649
1291,SWE,1989,2.0,77.8,8.49296
1292,SWE,1990,2.1,77.7,8.55883
1293,SWE,1991,2.1,77.9,8.61737
1294,SWE,1992,2.1,78.2,8.66807
1295,SWE,1993,2.0,78.2,8.71856
1296,SWE,1994,1.9,78.9,8.78074
1297,SWE,1995,1.7,79.0,8.82694
1298,SWE,1996,1.6,79.2,8.841
1299,SWE,1997,1.5,79.4,8.84606
1300,SWE,1998,1.5,79.5,8.85097
1301,SWE,1999,1.5,79.6,8.85787
1302,SWE,2000,1.5,79.7,8.87211
1303,SWE,2001,1.6,79.9,8.89596
1304,SWE,2002,1.7,79.9,8.92496
1305,SWE,2003,1.7,80.3,8.95823
1306,SWE,2004,1.8,80.6,8.99353
1307,SWE,2005,1.8,80.7,9.02957
1308,SWE,2006,1.9,81.0,9.0805
1309,SWE,2007,1.9,81.1,9.14809
1310,SWE,2008,1.9,81.3,9.21964
1311,SWE,2009,1.9,81.5,9.29851
1312,SWE,2010,2.0,81.6,9.37813
1313,SWE,2011,1.9,81.9,9.44921
1314,SWE,2012,1.9,81.8,9.51937
1315,SWE,2013,1.9,82.0,9.609
1316,CHE,1960,2.4,71.4,5.32783
1317,CHE,1961,2.5,71.8,5.43429
1318,CHE,1962,2.6,71.3,5.57382
1319,CHE,1963,2.7,71.3,5.69425
1320,CHE,1964,2.7,72.2,5.78923
1321,CHE,1965,2.6,72.3,5.85647
1322,CHE,1966,2.5,72.5,5.918
1323,CHE,1967,2.4,72.8,5.99178
1324,CHE,1968,2.3,72.7,6.06771
1325,CHE,1969,2.2,72.7,6.13639
1326,CHE,1970,2.1,73.1,6.18088
1327,CHE,1971,2.0,73.3,6.21341
1328,CHE,1972,1.9,73.8,6.26096
1329,CHE,1973,1.8,74.1,6.30735
1330,CHE,1974,1.7,74.4,6.34141
1331,CHE,1975,1.6,74.8,6.33863
1332,CHE,1976,1.5,74.9,6.3025
1333,CHE,1977,1.5,75.4,6.28118
1334,CHE,1978,1.5,75.4,6.28174
1335,CHE,1979,1.5,75.7,6.29436
1336,CHE,1980,1.6,75.7,6.31941
1337,CHE,1981,1.5,75.9,6.35407
1338,CHE,1982,1.6,76.2,6.39131
1339,CHE,1983,1.5,76.2,6.41877
1340,CHE,1984,1.5,76.9,6.44186
1341,CHE,1985,1.5,77.0,6.47037
1342,CHE,1986,1.5,77.1,6.50412
1343,CHE,1987,1.5,77.5,6.54511
1344,CHE,1988,1.6,77.5,6.59339
1345,CHE,1989,1.6,77.7,6.64691
1346,CHE,1990,1.6,77.5,6.71227
1347,CHE,1991,1.6,77.8,6.79998
1348,CHE,1992,1.6,78.0,6.87536
1349,CHE,1993,1.5,78.4,6.93826
1350,CHE,1994,1.5,78.6,6.9938
1351,CHE,1995,1.5,78.7,7.04069
1352,CHE,1996,1.5,79.1,7.07185
1353,CHE,1997,1.5,79.3,7.08891
1354,CHE,1998,1.5,79.6,7.11
1355,CHE,1999,1.5,79.8,7.14399
1356,CHE,2000,1.5,79.9,7.18425
1357,CHE,2001,1.4,80.4,7.22665
1358,CHE,2002,1.4,80.6,7.28475
1359,CHE,2003,1.4,80.6,7.339
1360,CHE,2004,1.4,81.2,7.38962
1361,CHE,2005,1.4,81.4,7.43712
1362,CHE,2006,1.4,81.7,7.48393
1363,CHE,2007,1.5,82.0,7.55112
1364,CHE,2008,1.5,82.2,7.64768
1365,CHE,2009,1.5,82.3,7.74383
1366,CHE,2010,1.5,82.6,7.82797
1367,CHE,2011,1.5,82.8,7.9124
1368,CHE,2012,1.5,82.8,7.99686
1369,CHE,2013,1.5,82.9,8.14
1370,TUR,1960,6.4,48.3,27.506
1371,TUR,1961,6.3,49.0,28.227
1372,TUR,1962,6.3,49.7,28.931
1373,TUR,1963,6.2,50.3,29.652
1374,TUR,1964,6.0,51.0,30.391
1375,TUR,1965,5.8,51.6,31.149
1376,TUR,1966,5.7,52.2,31.936
1377,TUR,1967,5.5,52.9,32.75
1378,TUR,1968,5.3,53.4,33.586
1379,TUR,1969,5.2,53.8,34.443
1380,TUR,1970,5.0,54.2,35.321
1381,TUR,1971,5.0,54.6,36.215
1382,TUR,1972,5.0,55.0,37.133
1383,TUR,1973,5.6,55.4,38.073
1384,TUR,1974,5.5,55.7,39.037
1385,TUR,1975,5.3,56.1,40.026
1386,TUR,1976,5.2,56.5,40.916
1387,TUR,1977,4.9,56.9,41.769
1388,TUR,1978,5.1,57.3,42.641
1389,TUR,1979,4.8,57.7,43.531
1390,TUR,1980,4.6,58.1,44.439
1391,TUR,1981,4.4,58.5,45.54
1392,TUR,1982,4.2,58.9,46.688
1393,TUR,1983,4.1,59.7,47.864
1394,TUR,1984,3.9,60.9,49.07
1395,TUR,1985,3.8,62.1,50.307
1396,TUR,1986,3.6,63.2,51.48
1397,TUR,1987,3.4,64.4,52.37
1398,TUR,1988,3.3,65.2,53.268
1399,TUR,1989,3.4,65.7,54.192
1400,TUR,1990,3.1,67.5,55.12
1401,TUR,1991,3.0,67.8,56.055
1402,TUR,1992,2.9,68.2,56.986
1403,TUR,1993,2.9,68.5,57.913
1404,TUR,1994,2.8,68.9,58.837
1405,TUR,1995,2.8,69.3,59.756
1406,TUR,1996,2.7,69.7,60.671
1407,TUR,1997,2.6,70.1,61.582
1408,TUR,1998,2.6,70.3,62.464
1409,TUR,1999,2.5,70.7,63.364
1410,TUR,2000,2.3,71.1,64.26875
1411,TUR,2001,2.4,71.5,65.16633
1412,TUR,2002,2.2,71.9,66.00251
1413,TUR,2003,2.1,72.3,66.79455
1414,TUR,2004,2.1,72.7,67.59873
1415,TUR,2005,2.1,73.1,68.43538
1416,TUR,2006,2.1,73.4,69.29525
1417,TUR,2007,2.2,73.7,70.15811
1418,TUR,2008,2.2,73.9,71.05168
1419,TUR,2009,2.1,74.1,72.0392
1420,TUR,2010,2.1,74.3,73.14215
1421,TUR,2011,2.0,74.6,74.22363
1422,TUR,2012,2.1,74.6,75.17583
1423,TUR,2013,2.1,78.0,76.05462
1424,TUR,2014,2.2,78.0,76.90287
1425,GBR,1960,2.7,70.8,52.373
1426,GBR,1961,2.8,70.7,52.807
1427,GBR,1970,2.4,71.9,55.632
1428,GBR,1971,2.4,71.9,55.928
1429,GBR,1980,1.9,73.2,56.33
1430,GBR,1981,1.8,73.8,56.357
1431,GBR,1982,1.8,74.1,56.291
1432,GBR,1983,1.8,74.3,56.316
1433,GBR,1984,1.8,74.5,56.409
1434,GBR,1985,1.8,74.7,56.554
1435,GBR,1986,1.8,74.8,56.684
1436,GBR,1987,1.8,75.2,56.804
1437,GBR,1988,1.8,75.3,56.916
1438,GBR,1989,1.8,75.4,57.076
1439,GBR,1990,1.8,75.7,57.237
1440,GBR,1991,1.8,75.9,57.439
1441,GBR,1992,1.8,76.3,57.585
1442,GBR,1993,1.8,76.2,57.714
1443,GBR,1994,1.7,76.8,57.862
1444,GBR,1995,1.7,76.7,58.025
1445,GBR,1996,1.7,76.9,58.164
1446,GBR,1997,1.7,77.2,58.314
1447,GBR,1998,1.7,77.3,58.475
1448,GBR,1999,1.7,77.5,58.684
1449,GBR,2000,1.6,77.9,58.886
1450,GBR,2001,1.6,78.2,59.113
1451,GBR,2002,1.6,78.3,58.56963
1452,GBR,2003,1.7,78.4,58.83895
1453,GBR,2004,1.8,79.0,59.14912
1454,GBR,2005,1.8,79.2,59.59104
1455,GBR,2006,1.8,79.5,60.00257
1456,GBR,2007,1.9,79.7,60.48182
1457,GBR,2008,1.9,79.8,60.98238
1458,GBR,2009,1.9,80.4,61.42372
1459,GBR,2010,1.9,80.6,61.91464
1460,GBR,2011,1.9,81.0,62.4352
1461,GBR,2012,1.9,81.0,62.8588
1462,GBR,2013,1.8,81.1,63.23794
1463,GBR,2014,1.8,81.4,63.65001
1464,USA,1960,3.7,69.9,180.6712
1465,USA,1961,3.6,70.4,183.6915
1466,USA,1962,3.5,70.2,186.5377
1467,USA,1963,3.3,70.0,189.2418
1468,USA,1964,3.2,70.3,191.8888
1469,USA,1965,2.9,70.3,194.303
1470,USA,1966,2.7,70.3,196.5603
1471,USA,1967,2.6,70.7,198.7121
1472,USA,1968,2.5,70.4,200.706
1473,USA,1969,2.5,70.6,202.677
1474,USA,1970,2.5,70.9,205.0522
1475,USA,1971,2.3,71.2,207.6607
1476,USA,1972,2.0,71.3,209.896
1477,USA,1973,1.9,71.5,211.9088
1478,USA,1974,1.8,72.1,213.8539
1479,USA,1975,1.8,72.7,215.9732
1480,USA,1976,1.7,73.0,218.0352
1481,USA,1977,1.8,73.4,220.2394
1482,USA,1978,1.8,73.5,222.5845
1483,USA,1979,1.8,73.9,225.0555
1484,USA,1980,1.8,73.7,227.2247
1485,USA,1981,1.8,74.1,229.4657
1486,USA,1982,1.8,74.5,231.6645
1487,USA,1983,1.8,74.6,233.792
1488,USA,1984,1.8,74.7,235.8249
1489,USA,1985,1.8,74.7,237.9238
1490,USA,1986,1.8,74.7,240.1329
1491,USA,1987,1.9,74.9,242.2889
1492,USA,1988,1.9,74.9,244.499
1493,USA,1989,2.0,75.1,246.8192
1494,USA,1990,2.1,75.3,249.6228
1495,USA,1991,2.1,75.5,252.9809
1496,USA,1992,2.0,75.7,256.5142
1497,USA,1993,2.0,75.5,259.9186
1498,USA,1994,2.0,75.7,263.1258
1499,USA,1995,2.0,75.7,266.2784
1500,USA,1996,2.0,76.1,269.3943
1501,USA,1997,2.0,76.5,272.6469
1502,USA,1998,2.0,76.7,275.8541
1503,USA,1999,2.0,76.7,279.0402
1504,USA,2000,2.1,76.7,282.1624
1505,USA,2001,2.0,76.9,284.969
1506,USA,2002,2.0,77.0,287.6252
1507,USA,2003,2.0,77.1,290.1079
1508,USA,2004,2.0,77.6,292.8053
1509,USA,2005,2.1,77.6,295.5166
1510,USA,2006,2.1,77.8,298.3799
1511,USA,2007,2.1,78.1,301.2312
1512,USA,2008,2.1,78.1,304.094
1513,USA,2009,2.0,78.5,306.7715
1514,USA,2010,1.9,78.6,309.3471
1515,USA,2011,1.9,78.7,311.7216
1516,USA,2012,1.9,78.8,314.1121
1517,USA,2013,1.9,78.8,316.498
1518,USA,2014,1.9,78.9,318.857
1519,BRA,1960,6.1,54.3,69.717
1520,BRA,1961,6.0,54.8,71.818
1521,BRA,1962,6.0,55.3,73.969
1522,BRA,1963,5.9,55.8,76.169
1523,BRA,1964,5.8,56.3,78.414
1524,BRA,1965,5.7,56.8,80.703
1525,BRA,1966,5.6,57.3,83.033
1526,BRA,1967,5.5,57.8,85.402
1527,BRA,1968,5.3,58.3,87.807
1528,BRA,1969,5.2,58.8,90.246
1529,BRA,1970,5.0,59.2,92.716
1530,BRA,1971,4.9,59.6,95.215
1531,BRA,1972,4.8,60.0,97.741
1532,BRA,1973,4.6,60.3,100.291
1533,BRA,1974,4.6,60.6,102.861
1534,BRA,1975,4.5,60.9,105.45
1535,BRA,1976,4.4,61.1,108.054
1536,BRA,1977,4.3,61.3,110.671
1537,BRA,1978,4.2,61.6,113.297
1538,BRA,1979,4.2,61.8,115.929
1539,BRA,1980,4.1,62.1,118.5625
1540,BRA,1981,4.0,62.4,121.3813
1541,BRA,1982,3.9,62.7,124.2508
1542,BRA,1983,3.7,63.0,127.1404
1543,BRA,1984,3.6,63.3,130.0825
1544,BRA,1985,3.5,63.6,132.9993
1545,BRA,1986,3.4,64.0,135.8143
1546,BRA,1987,3.2,64.3,138.5859
1547,BRA,1988,3.1,64.7,141.313
1548,BRA,1989,3.0,65.1,143.9973
1549,BRA,1990,2.9,65.4,146.5926
1550,BRA,1991,2.8,65.8,149.0943
1551,BRA,1992,2.8,66.3,151.5468
1552,BRA,1993,2.7,66.7,153.9856
1553,BRA,1994,2.6,67.2,156.431
1554,BRA,1995,2.6,67.7,158.875
1555,BRA,1996,2.5,68.2,161.3232
1556,BRA,1997,2.5,68.7,163.7798
1557,BRA,1998,2.4,69.2,166.2521
1558,BRA,1999,2.4,69.7,168.7535
1559,BRA,2000,2.3,70.1,171.2799
1560,BRA,2001,2.2,70.6,172.7424
1561,BRA,2002,2.2,70.9,175.0766
1562,BRA,2003,2.1,71.3,177.3603
1563,BRA,2004,2.0,71.6,183.4393
1564,BRA,2005,2.0,71.9,185.6514
1565,BRA,2006,1.9,72.2,187.8518
1566,BRA,2007,1.9,72.5,189.9539
1567,BRA,2008,1.9,72.8,191.9998
1568,BRA,2009,1.8,73.1,193.9951
1569,BRA,2010,1.8,73.4,193.2526
1570,BRA,2011,1.8,73.6,197.8253
1571,BRA,2012,1.8,73.9,199.6889
1572,BRA,2013,1.8,74.2,201.4671
1573,CHL,1970,4.0,62.3,9.56963
1574,CHL,1990,2.6,72.9,13.17878
1575,CHL,1991,2.6,74.0,13.42201
1576,CHL,1992,2.6,74.5,13.66524
1577,CHL,1993,2.5,74.5,13.90847
1578,CHL,1994,2.4,75.0,14.15171
1579,CHL,1995,2.4,74.8,14.39494
1580,CHL,1996,2.3,75.2,14.5955
1581,CHL,1997,2.2,75.7,14.79608
1582,CHL,1998,2.2,75.8,14.99665
1583,CHL,1999,2.1,76.0,15.19721
1584,CHL,2000,2.1,76.8,15.39778
1585,CHL,2001,2.0,76.8,15.57168
1586,CHL,2002,1.9,77.2,15.66827
1587,CHL,2003,1.9,77.2,15.83784
1588,CHL,2004,1.9,77.2,16.00167
1589,CHL,2005,1.8,77.6,16.16532
1590,CHL,2006,1.8,78.0,16.33217
1591,CHL,2007,1.9,77.5,16.50487
1592,CHL,2008,1.9,78.1,16.68685
1593,CHL,2009,1.9,78.2,16.87677
1594,CHL,2010,1.9,78.0,17.06614
1595,CHL,2011,1.9,78.7,17.25553
1596,CHL,2012,1.8,78.7,17.4448
1597,CHL,2013,1.8,79.5,17.63158
1598,CHL,2014,1.9,79.7,17.81905
1599,CHN,1960,5.7,43.4,650.7126
1600,CHN,1961,5.9,43.7,660.735
1601,CHN,1962,6.1,44.4,671.1549
1602,CHN,1963,6.2,45.6,682.6161
1603,CHN,1964,6.3,47.2,695.9187
1604,CHN,1965,6.4,49.2,711.5829
1605,CHN,1966,6.4,51.3,729.2626
1606,CHN,1967,6.3,53.5,749.1154
1607,CHN,1968,6.1,55.5,770.5073
1608,CHN,1969,5.9,57.2,792.5192
1609,CHN,1970,5.6,58.7,814.4229
1610,CHN,1971,5.3,59.9,835.6502
1611,CHN,1972,5.0,61.0,856.5981
1612,CHN,1973,4.6,61.9,876.8586
1613,CHN,1974,4.2,62.8,895.9727
1614,CHN,1975,3.8,63.6,913.6462
1615,CHN,1976,3.5,64.3,929.4601
1616,CHN,1977,3.2,65.0,943.7886
1617,CHN,1978,2.9,65.6,957.1787
1618,CHN,1979,2.8,66.1,970.4154
1619,CHN,1980,2.6,66.6,984.1217
1620,CHN,1981,2.6,67.0,998.0024
1621,CHN,1982,2.6,67.3,1012.373
1622,CHN,1983,2.6,67.7,1027.641
1623,CHN,1984,2.6,67.9,1044.253
1624,CHN,1985,2.7,68.2,1062.446
1625,CHN,1986,2.7,68.4,1082.005
1626,CHN,1987,2.7,68.6,1103.076
1627,CHN,1988,2.6,68.8,1124.793
1628,CHN,1989,2.5,68.9,1145.942
1629,CHN,1990,2.4,69.1,1165.429
1630,CHN,1991,2.2,69.2,1183.008
1631,CHN,1992,2.0,69.4,1198.875
1632,CHN,1993,1.9,69.6,1213.104
1633,CHN,1994,1.7,69.7,1225.922
1634,CHN,1995,1.6,70.0,1237.531
1635,CHN,1996,1.6,70.2,1247.897
1636,CHN,1997,1.5,70.6,1257.022
1637,CHN,1998,1.5,70.9,1265.223
1638,CHN,1999,1.5,71.3,1272.915
1639,CHN,2000,1.5,71.8,1280.429
1640,CHN,2001,1.5,72.2,1287.891
1641,CHN,2002,1.5,72.7,1295.322
1642,CHN,2003,1.5,73.1,1302.81
1643,CHN,2004,1.6,73.5,1310.414
1644,CHN,2005,1.6,73.8,1318.177
1645,CHN,2006,1.6,74.1,1326.146
1646,CHN,2007,1.6,74.4,1334.344
1647,CHN,2008,1.6,74.6,1342.733
1648,CHN,2009,1.6,74.8,1351.248
1649,CHN,2010,1.6,75.0,1359.822
1650,CHN,2011,1.6,75.2,1368.44
1651,CHN,2012,1.6,75.4,1377.065
1652,CHN,2013,1.6,75.6,1385.567
1653,EST,1960,2.0,68.9,1.21154
1654,EST,1961,2.0,69.2,1.22508
1655,EST,1962,2.0,69.4,1.24162
1656,EST,1963,1.9,69.5,1.25886
